#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	48273907	223727559	89.7601	27.7586	27.9	56.6
2	1	243199373	55065001	237103336	97.4934	32.1269	27.9	56.5
3	1	198022430	43727599	194163697	98.0514	31.9148	28	58.6
4	1	191154276	44464316	186853553	97.7501	33.5002	28	57.9
5	1	180915260	40974612	177017461	97.8455	32.5543	27.9	57.5
6	1	171115067	38917192	166889170	97.5304	32.5074	27.9	57.7
7	1	159138663	34379295	154216560	96.907	30.7488	27.9	56.9
8	1	146364022	33122531	141816209	96.8928	32.3756	27.9	57.1
9	1	141213431	27416893	118921989	84.2144	27.2773	27.9	53.7
10	1	135534747	28557302	130558440	96.3284	29.8151	27.9	57.2
11	1	135006516	28974557	130118454	96.3794	30.6247	27.9	57.8
12	1	133851895	28608984	129791802	96.9667	30.6168	27.9	57.9
13	1	115169878	23014184	95277016	82.7274	28.3792	27.9	58.2
14	1	107349540	19653806	87685047	81.6818	26.1961	27.9	57.9
15	1	102531392	17014125	81204979	79.2001	23.7453	27.9	56
16	1	90354753	18498399	77645795	85.9344	28.5746	27.8	47.3
17	1	81195210	13363872	76686156	94.4467	23.276	27.8	56.3
18	1	78077248	17122923	74407178	95.2994	31.4257	27.9	58.2
19	1	59128983	8525819	54391107	91.9872	19.9273	27.7	55.5
20	1	63025520	11556418	58868835	93.4048	26.0987	27.9	57.8
21	1	48129895	9406025	34789957	72.2835	26.4448	27.8	54.5
22	1	51304566	6750342	34130850	66.526	17.4568	27.5	53.4
X	1	155270560	19522689	149028968	95.9802	18.0523	27.9	55.6
Y	1	59373566	217111	2127738	3.58365	0.4124	27.6	18
MT	1	16569	30500	16569	100	262.704	27.6	54.5
GL000207.1	1	4262	9710	4244	99.5777	294.506	27.7	50
GL000226.1	1	15008	646105	15008	100	6218.88	28	3.58
GL000229.1	1	19913	13466	19851	99.6886	85.0295	27.5	45.6
GL000231.1	1	27386	10855	27352	99.8758	57.6203	27.9	49.7
GL000210.1	1	27682	2547	22657	81.8474	11.581	27.5	19.2
GL000239.1	1	33824	33292	33824	100	136.838	27.8	8.77
GL000235.1	1	34474	21436	34417	99.8347	90.75	28.1	43.5
GL000201.1	1	36148	778	29964	82.8926	3.06559	27.5	3.53
GL000247.1	1	36422	8097	35969	98.7562	31.9752	27.9	6.8
GL000245.1	1	36651	22665	36645	99.9836	90.2908	28.1	4.02
GL000197.1	1	37175	15677	34770	93.5306	43.6534	27	7.02
GL000203.1	1	37498	4171	36485	97.2985	16.1012	28.1	24.2
GL000246.1	1	38154	7577	38014	99.6331	28.9839	27.9	18.5
GL000249.1	1	38502	2930	37906	98.452	11.0619	27.8	1.61
GL000196.1	1	38914	8460	38853	99.8432	31.8205	28	6.9
GL000248.1	1	39786	2947	38399	96.5138	10.5226	27.7	9.24
GL000244.1	1	39929	4174	37415	93.7038	15.1484	28	2.02
GL000238.1	1	39939	4944	39120	97.9494	18.0186	28	11.8
GL000202.1	1	40103	1695	37422	93.3147	6.03773	27.6	29.6
GL000234.1	1	40531	19091	40520	99.9729	68.6245	28	50.6
GL000232.1	1	40652	18631	40624	99.9311	66.8448	28	45.9
GL000206.1	1	41001	1412	27246	66.452	4.9978	27.9	1.56
GL000240.1	1	41933	15201	41788	99.6542	52.4667	27.9	28.6
GL000236.1	1	41934	5624	40594	96.8045	19.4423	28	5.66
GL000241.1	1	42152	23902	42152	100	82.2196	28	46.6
GL000243.1	1	43341	18296	43061	99.354	60.0656	27.8	12.1
GL000242.1	1	43523	3525	42311	97.2153	11.7669	27.7	15.3
GL000230.1	1	43691	7862	43546	99.6681	25.973	28	31.4
GL000237.1	1	45867	37421	45867	100	113.705	27.7	22.4
GL000233.1	1	45941	6388	45839	99.778	19.9064	27.9	24.6
GL000204.1	1	81310	4407	72706	89.4183	7.54509	27.6	47.9
GL000198.1	1	90085	26488	89995	99.9001	42.3199	28	22.7
GL000208.1	1	92689	77511	92502	99.7983	120.373	28	34.9
GL000191.1	1	106433	11436	104396	98.0861	15.6627	27.8	16.3
GL000227.1	1	128374	16014	123812	96.4463	17.9516	27.9	4.98
GL000228.1	1	129120	33055	98643	76.3964	36.2028	27.9	10.3
GL000214.1	1	137718	359451	137697	99.9848	376.988	27.7	26.1
GL000221.1	1	155397	75846	154594	99.4833	70.9869	28	10.7
GL000209.1	1	159169	29423	158347	99.4836	26.4827	27.7	34
GL000218.1	1	161147	73530	160863	99.8238	66.641	28	35.6
GL000220.1	1	161802	4472439	157742	97.4908	3466.98	27.3	49
GL000213.1	1	164239	13922	155278	94.5439	12.2166	28	12.2
GL000211.1	1	166566	34036	165314	99.2483	29.6323	28	44.3
GL000199.1	1	169874	298173	168390	99.1264	252.961	28	6.93
GL000217.1	1	172149	57072	169611	98.5257	47.944	28	16.9
GL000216.1	1	172294	64184	171647	99.6245	48.9235	27.7	31.4
GL000215.1	1	172545	14346	166903	96.7301	12.0014	28	6.15
GL000205.1	1	174588	133414	174454	99.9232	110.218	28	45.2
GL000219.1	1	179198	132991	179187	99.9939	94.2956	27.7	47.7
GL000224.1	1	179693	343692	179693	100	275.769	27.6	24.4
GL000223.1	1	180455	20303	177158	98.173	15.7787	27.8	0.995
GL000195.1	1	182896	142635	182705	99.8956	113.393	28	46.9
GL000212.1	1	186858	42761	180760	96.7366	33.046	28	39.5
GL000222.1	1	186861	22636	182267	97.5415	17.5896	28	18
GL000200.1	1	187035	17883	181934	97.2727	13.8421	28	0.0171
GL000193.1	1	189789	99446	189217	99.6986	76.116	27.9	45.4
GL000194.1	1	191469	71553	189668	99.0594	54.4697	28	28.3
GL000225.1	1	211173	91553	207384	98.2057	59.2634	27.8	29.4
GL000192.1	1	547496	117972	542966	99.1726	31.1959	27.9	25.8
NC_007605	1	171823	74	160	0.0931191	0.018036	20	12
hs37d5	1	35477943	44086621	32728577	92.2505	156.651	27.5	30.3
