#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	46874055	212930981	85.4285	24.9933	24.5	55
2	1	243199373	75700536	230074285	94.6032	37.7778	24.3	50.1
3	1	198022430	37484008	185157916	93.5035	26.0876	24.7	57.9
4	1	191154276	46497606	181549980	94.9756	32.8016	24.6	56.3
5	1	180915260	36235167	168722742	93.2606	26.9544	24.6	55.6
6	1	171115067	37813891	161361493	94.3	29.7456	24.6	56.1
7	1	159138663	37608573	147582068	92.738	30.7588	24.5	55.1
8	1	146364022	34423039	136499516	93.2603	31.2671	24.5	54.9
9	1	141213431	28091333	113040984	80.0497	25.614	24.4	50.7
10	1	135534747	25220031	124059266	91.5332	24.6191	24.5	55.9
11	1	135006516	30606217	123932603	91.7975	29.6213	24.5	55.7
12	1	133851895	32241939	124515267	93.0247	31.6971	24.5	54.9
13	1	115169878	24028885	92849761	80.6198	27.3411	24.5	56.3
14	1	107349540	17104538	83279995	77.5783	21.4459	24.6	56.9
15	1	102531392	20373123	78467954	76.5307	26.092	24.5	54.5
16	1	90354753	20227691	71803783	79.4687	28.3348	24.3	42.8
17	1	81195210	14637061	70470042	86.7909	23.0243	24.3	54.3
18	1	78077248	14324582	71629636	91.742	24.7131	24.6	56.2
19	1	59128983	10024927	47517155	80.3619	20.7409	24.1	51.5
20	1	63025520	11801163	54948764	87.1849	24.5614	24.4	55.3
21	1	48129895	10037372	33091428	68.7544	25.3988	24.2	49.7
22	1	51304566	8545641	31071162	60.5622	19.7592	24	49.8
X	1	155270560	19722513	127712203	82.2514	16.8038	24.5	52.8
Y	1	59373566	7566437	20392808	34.3466	16.5453	24.5	14
MT	1	16569	49499	16569	100	408.191	24.3	54.4
GL000207.1	1	4262	1683	4228	99.2023	52.5587	24.1	55.5
GL000226.1	1	15008	513261	15008	100	4757.81	24.6	3.27
GL000229.1	1	19913	18937	17857	89.6751	80.7317	23.8	8.67
GL000231.1	1	27386	2025	25682	93.7778	10.0586	24.5	45.3
GL000210.1	1	27682	381	13469	48.6562	1.71216	24.2	5.68
GL000239.1	1	33824	67217	33785	99.8847	260.35	24.3	11.2
GL000235.1	1	34474	12373	34014	98.6657	50.2408	24.7	42.6
GL000201.1	1	36148	903	22252	61.558	3.32043	24.1	1.16
GL000247.1	1	36422	6210	35722	98.0781	23.6354	24.6	12.8
GL000245.1	1	36651	14069	36514	99.6262	53.1019	24.6	2.61
GL000197.1	1	37175	584	14559	39.1634	1.81921	23.8	7.63
GL000203.1	1	37498	1685	29837	79.5696	6.12198	24.8	28.9
GL000246.1	1	38154	3770	36819	96.501	13.3242	24.6	6.43
GL000249.1	1	38502	5974	36616	95.1016	21.6486	24.5	0.943
GL000196.1	1	38914	1962	37742	96.9882	6.99278	24.5	4.67
GL000248.1	1	39786	823	33151	83.3233	2.82207	24.4	8.27
GL000244.1	1	39929	13173	39049	97.7961	45.9227	24.7	3.09
GL000238.1	1	39939	8249	38316	95.9363	28.9468	24.7	12.3
GL000202.1	1	40103	1181	30872	76.9818	3.86203	24.2	18.8
GL000234.1	1	40531	8842	40478	99.8692	30.6902	24.6	50.8
GL000232.1	1	40652	5933	40123	98.6987	20.5678	24.6	45
GL000206.1	1	41001	1386	18580	45.316	4.69589	24.6	2.36
GL000240.1	1	41933	13169	41276	98.4332	43.2368	24.5	25.4
GL000236.1	1	41934	9865	40473	96.516	33.0027	24.6	8.8
GL000241.1	1	42152	14231	42131	99.9502	46.6779	24.7	43.6
GL000243.1	1	43341	8676	41325	95.3485	25.6951	24.3	6.66
GL000242.1	1	43523	474	25318	58.1715	1.50759	24.4	8.46
GL000230.1	1	43691	3723	36658	83.9029	11.4183	24.5	22.7
GL000237.1	1	45867	42249	45865	99.9956	118.858	24.2	14.8
GL000233.1	1	45941	8716	42571	92.6645	26.1679	24.6	22.7
GL000204.1	1	81310	4282	55421	68.1601	6.76491	24.1	51.2
GL000198.1	1	90085	34516	89427	99.2696	52.8438	24.6	7.56
GL000208.1	1	92689	72090	92379	99.6655	107.049	24.7	34.1
GL000191.1	1	106433	10335	101305	95.1819	13.6391	24.5	15.8
GL000227.1	1	128374	32187	122051	95.0745	34.0877	24.5	1.7
GL000228.1	1	129120	27170	75633	58.5757	28.7748	24.3	9.02
GL000214.1	1	137718	317083	137428	99.7894	312.019	23.9	21.3
GL000221.1	1	155397	53430	153640	98.8693	48.0226	24.7	11.3
GL000209.1	1	159169	4063	106099	66.6581	3.52704	24.5	17
GL000218.1	1	161147	29317	148490	92.1457	25.1863	24.6	28.6
GL000220.1	1	161802	13807308	158139	97.7361	9542.19	23.8	44.6
GL000213.1	1	164239	11489	139222	84.7679	9.58964	24.6	6.98
GL000211.1	1	166566	21035	158418	95.1082	17.2097	24.6	30.9
GL000199.1	1	169874	500955	165414	97.3745	408.137	24.6	5
GL000217.1	1	172149	57748	165367	96.0604	44.755	24.6	15.1
GL000216.1	1	172294	128973	168726	97.9291	94.4717	24.5	39.1
GL000215.1	1	172545	16227	149864	86.855	13.0109	24.6	6.59
GL000205.1	1	174588	125608	173100	99.1477	99.66	24.6	44.4
GL000219.1	1	179198	188847	177490	99.0469	120.234	24.3	37.4
GL000224.1	1	179693	296942	179680	99.9928	228.871	24.2	27.9
GL000223.1	1	180455	64006	171299	94.9262	42.9591	24.1	0.66
GL000195.1	1	182896	147686	182423	99.7414	112.577	24.7	46.6
GL000212.1	1	186858	33995	163745	87.6307	25.0767	24.7	34
GL000222.1	1	186861	19701	165426	88.5289	14.5715	24.6	8.74
GL000200.1	1	187035	18410	158312	84.643	13.6083	24.6	0.00174
GL000193.1	1	189789	48933	181890	95.838	35.8467	24.6	42.2
GL000194.1	1	191469	50612	189152	98.7899	36.7435	24.6	30.4
GL000225.1	1	211173	62338	189594	89.7814	36.9185	24.2	25.9
GL000192.1	1	547496	71345	523681	95.6502	18.1247	24.6	21.3
NC_007605	1	171823	907	239	0.139097	0.277297	15.9	11.9
hs37d5	1	35477943	79735042	30668911	86.445	251.098	23.9	32.8
