#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	111293494	224668301	90.1375	64.7923	31.3	57.3
2	1	243199373	120935907	237743478	97.7566	71.9788	31.3	57.4
3	1	198022430	97720612	194535577	98.2392	71.6391	31.4	58.9
4	1	191154276	90486576	187329660	97.9992	68.6848	31.4	58.4
5	1	180915260	88113921	177359842	98.0348	70.696	31.4	58.2
6	1	171115067	83015025	167132883	97.6728	70.4023	31.3	58.7
7	1	159138663	73502518	154864190	97.314	66.9783	31.3	57.8
8	1	146364022	71848579	142552958	97.3962	71.2373	31.3	58.1
9	1	141213431	58333333	119728200	84.7853	59.9151	31.3	55.1
10	1	135534747	65024442	131042805	96.6858	69.6162	31.3	58.1
11	1	135006516	65776513	130611507	96.7446	70.7083	31.3	58.7
12	1	133851895	64151501	130166887	97.247	69.5173	31.3	58.9
13	1	115169878	46188085	95421068	82.8525	58.2072	31.4	58.9
14	1	107349540	43231303	88033076	82.006	58.4191	31.3	58.4
15	1	102531392	40808251	81523306	79.5106	57.7619	31.3	56.7
16	1	90354753	39337855	78329311	86.6909	62.9699	31.2	55.2
17	1	81195210	34526819	77441332	95.3767	61.64	31.2	57.9
18	1	78077248	38056867	74547660	95.4794	70.7694	31.3	58.8
19	1	59128983	21666011	55367102	93.6378	52.9001	31.1	57.8
20	1	63025520	30038806	59265911	94.0348	69.1579	31.3	59.1
21	1	48129895	17335499	34983224	72.685	52.206	31.3	56.9
22	1	51304566	15076934	34632308	67.5034	42.5549	31.2	56.8
X	1	155270560	40792777	149445401	96.2484	38.0113	31.3	56.5
Y	1	59373566	7114241	22684612	38.2066	17.1603	31.3	33
MT	1	16569	1001732	16569	100	8445.14	30.9	53.6
GL000207.1	1	4262	7582	4244	99.5777	244.523	31.2	57.8
GL000226.1	1	15008	90685	15008	100	860.822	31.5	2.51
GL000229.1	1	19913	11174	19912	99.995	80.3112	31	51.1
GL000231.1	1	27386	26738	27382	99.9854	141.366	31.2	48.7
GL000210.1	1	27682	3344	25271	91.2904	17.2783	31.1	6.34
GL000239.1	1	33824	44916	33824	100	189.414	31.2	4.08
GL000235.1	1	34474	13549	32608	94.5872	56.8011	31.4	39.7
GL000201.1	1	36148	3945	33341	92.2347	15.8467	31	1.5
GL000247.1	1	36422	17159	36287	99.6293	68.1983	31.3	8.72
GL000245.1	1	36651	30739	36507	99.6071	121.817	31.4	3.04
GL000197.1	1	37175	8518	36644	98.5716	32.3858	30.9	4.67
GL000203.1	1	37498	10609	37482	99.9573	41.1039	31.4	25.9
