#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	49686661	210264942	84.3588	26.4594	25	55.3
2	1	243199373	63955963	223547050	91.9193	31.924	24.7	50.5
3	1	198022430	41786720	183739801	92.7874	28.344	25	57.7
4	1	191154276	43161901	177657610	92.9394	29.9901	25	55.6
5	1	180915260	38455181	166510565	92.0379	27.9833	25	56.6
6	1	171115067	42356966	159443043	93.1788	32.2601	25	56.5
7	1	159138663	37061401	144754844	90.9615	30.2199	24.9	55.4
8	1	146364022	31952766	133854957	91.4535	28.8478	25	55.8
9	1	141213431	30222578	111533267	78.9821	27.0808	24.9	52.2
10	1	135534747	25363278	121971277	89.9926	24.5538	24.9	55.8
11	1	135006516	31196292	121390608	89.9146	29.87	25	56.2
12	1	133851895	35252661	123490291	92.2589	34.5458	24.9	55.9
13	1	115169878	24796060	91517468	79.463	28.4108	25	57.1
14	1	107349540	21111175	83342251	77.6363	26.3116	25	57.7
15	1	102531392	15342483	76234259	74.3521	19.6765	24.9	55.1
16	1	90354753	22163065	70961864	78.5369	31.1042	24.8	44.4
17	1	81195210	12078667	67915870	83.6452	19.4323	24.9	53.4
18	1	78077248	18101171	70678061	90.5232	30.2243	25	56.7
19	1	59128983	11922194	46757344	79.0769	23.4797	24.6	51.7
20	1	63025520	12655011	52969504	84.0445	25.4761	24.8	53.5
21	1	48129895	10453334	32605029	67.7438	26.1877	24.8	50
22	1	51304566	7976042	29551389	57.5999	17.7179	24.6	47.9
X	1	155270560	22166617	122849140	79.1194	19.0232	25	54.6
Y	1	59373566	8914620	19371592	32.6266	18.9218	24.9	12.8
MT	1	16569	362593	16569	100	2927.67	24.7	54.5
GL000207.1	1	4262	4191	4256	99.8592	124.136	24.6	53.8
GL000226.1	1	15008	821739	15008	100	7419.91	25	2.83
GL000229.1	1	19913	30832	19912	99.995	168.623	24.6	36
GL000231.1	1	27386	18957	27347	99.8576	95.4456	25	48.8
GL000210.1	1	27682	803	16674	60.2341	3.49483	24.4	11.2
GL000239.1	1	33824	50388	33824	100	194.228	24.9	10.7
GL000235.1	1	34474	5948	32962	95.6141	22.7364	25.1	32.3
GL000201.1	1	36148	1197	28594	79.1026	4.44025	24.4	1.38
GL000247.1	1	36422	7622	35908	98.5888	28.1844	24.9	9.44
GL000245.1	1	36651	23522	36600	99.8608	86.881	25.1	1.99
GL000197.1	1	37175	41373	28385	76.3551	101.348	24	8.53
GL000203.1	1	37498	5575	35707	95.2237	19.9454	25.1	23.5
GL000246.1	1	38154	1406	32198	84.3896	4.62793	24.9	2.36
GL000249.1	1	38502	7339	37995	98.6832	25.9779	24.9	0.921
GL000196.1	1	38914	3603	38492	98.9156	12.6435	25	5.35
GL000248.1	1	39786	523	24261	60.9787	1.72515	24.8	9.94
GL000244.1	1	39929	2535	32181	80.5956	8.562	25.1	2.78
GL000238.1	1	39939	1773	32612	81.6545	5.93648	25.1	11.5
GL000202.1	1	40103	771	24450	60.968	2.22485	24.5	20.5
GL000234.1	1	40531	6453	39815	98.2335	21.8201	25	48.4
GL000232.1	1	40652	30648	40652	100	104.76	25	48
GL000206.1	1	41001	343	15631	38.1235	1.13885	24.9	3.58
GL000240.1	1	41933	8421	39748	94.7893	26.3576	24.9	19.2
GL000236.1	1	41934	1346	33214	79.2054	3.83197	24.8	4.01
GL000241.1	1	42152	50326	42152	100	164.071	25.1	48
GL000243.1	1	43341	9080	37772	87.1507	25.2232	24.7	4.02
GL000242.1	1	43523	1850	36454	83.758	5.75813	24.7	6.65
GL000230.1	1	43691	3622	30009	68.6846	10.4857	25	23.8
GL000237.1	1	45867	32823	45867	100	93.3578	24.8	18.5
GL000233.1	1	45941	6133	39089	85.0852	17.5436	24.9	19.7
GL000204.1	1	81310	2933	55584	68.3606	4.39635	24.5	43.9
GL000198.1	1	90085	33747	89700	99.5726	50.4742	25.1	10.7
GL000208.1	1	92689	87968	92158	99.4271	127.479	25.1	30
GL000191.1	1	106433	2459	82094	77.1321	3.13592	24.8	17.8
GL000227.1	1	128374	12849	112513	87.6447	13.2135	25	1.68
GL000228.1	1	129120	33292	80830	62.6007	34.7705	24.9	8.97
GL000214.1	1	137718	396417	137650	99.9506	392.247	24.6	25.1
GL000221.1	1	155397	109792	154417	99.3694	97.287	25.1	9.79
GL000209.1	1	159169	17841	124485	78.2093	14.6258	24.7	13.2
GL000218.1	1	161147	48290	149863	92.9977	40.8289	25.1	28.1
GL000220.1	1	161802	6550222	157073	97.0773	4575.21	24.4	45
GL000213.1	1	164239	15476	140323	85.4383	12.925	25	17.1
GL000211.1	1	166566	60146	164015	98.4685	49.2347	25.1	45.2
GL000199.1	1	169874	672021	167734	98.7402	534.526	25.1	4.66
GL000217.1	1	172149	65825	168000	97.5899	51.8823	25.1	14.2
GL000216.1	1	172294	93985	164538	95.4984	66.2579	24.9	31.5
GL000215.1	1	172545	7224	131590	76.2642	5.51639	25	4.39
GL000205.1	1	174588	194534	173190	99.1993	150.782	25	45.5
GL000219.1	1	179198	528818	173679	96.9202	331.61	24.8	44
GL000224.1	1	179693	380878	177955	99.0328	288.281	24.8	40.7
GL000223.1	1	180455	5824	154173	85.4357	4.34548	24.9	1.3
GL000195.1	1	182896	180962	182501	99.784	135.033	25.1	46.5
GL000212.1	1	186858	55499	180472	96.5824	40.1554	25	35.8
GL000222.1	1	186861	13918	151497	81.0747	9.97041	25	10.7
GL000200.1	1	187035	7294	136661	73.0671	5.03506	25	0
GL000193.1	1	189789	82452	186198	98.1079	59.8547	25	40.8
GL000194.1	1	191469	57164	186836	97.5803	40.7028	25	25
GL000225.1	1	211173	74305	183878	87.0746	43.4259	24.8	26.1
GL000192.1	1	547496	146040	527434	96.3357	35.9809	25	18.7
NC_007605	1	171823	454	564	0.328245	0.124064	15.6	11.9
hs37d5	1	35477943	65805352	30051399	84.7045	213.048	24.7	27.8
