#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	75100226	224486931	90.0647	43.4858	30.7	56.8
2	1	243199373	79277362	237593362	97.6949	46.9466	30.7	57.3
3	1	198022430	63550513	194433337	98.1875	46.4226	30.8	58.8
4	1	191154276	60825643	187150281	97.9054	45.9987	30.8	58.3
5	1	180915260	59180238	177295633	97.9993	47.2954	30.8	57.9
6	1	171115067	55358218	167053140	97.6262	46.7555	30.8	58.5
7	1	159138663	49673268	154784819	97.2641	45.0583	30.8	57.6
8	1	146364022	47331270	142410170	97.2986	46.7301	30.8	58
9	1	141213431	39262784	119678728	84.7502	40.1164	30.7	54.8
10	1	135534747	42322832	130986679	96.6444	45.0795	30.7	58
11	1	135006516	43288230	130652165	96.7747	46.3322	30.8	58.5
12	1	133851895	42318580	130073154	97.1769	45.6758	30.8	58.7
13	1	115169878	30994957	95412867	82.8453	38.8835	30.8	58.8
14	1	107349540	28982126	88020790	81.9946	38.9981	30.8	58.2
15	1	102531392	27502318	81494118	79.4821	38.7625	30.7	56.7
16	1	90354753	28735995	78405923	86.7756	45.3786	30.7	51.1
17	1	81195210	23031588	77440774	95.376	40.9103	30.7	57.7
18	1	78077248	25027747	74522953	95.4477	46.3436	30.8	58.7
19	1	59128983	14657135	55377239	93.655	35.5343	30.6	57.6
20	1	63025520	19554128	59266350	94.0355	44.8027	30.7	58.9
21	1	48129895	11601560	34987733	72.6944	34.6898	30.7	56.6
22	1	51304566	10159670	34619825	67.479	28.4387	30.6	55.9
X	1	155270560	53809042	150634323	97.0141	50.0408	30.8	56.8
Y	1	59373566	228724	2889508	4.86666	0.482981	30.5	13.9
MT	1	16569	29492920	16569	100	242997	30.5	52.4
GL000207.1	1	4262	12085	4255	99.8358	375.628	30.6	56.1
GL000226.1	1	15008	180569	15008	100	1707.25	30.9	3.66
GL000229.1	1	19913	8814	19884	99.8544	62.8004	30.4	50.7
GL000231.1	1	27386	18618	27361	99.9087	98.391	30.6	48.4
GL000210.1	1	27682	3141	25616	92.5367	15.5086	30.4	15.2
GL000239.1	1	33824	26822	33808	99.9527	111.901	30.6	5.62
GL000235.1	1	34474	21771	34441	99.9043	91.7788	30.9	41.6
GL000201.1	1	36148	2182	30933	85.5732	8.73559	30.4	2.4
GL000247.1	1	36422	13148	36285	99.6239	52.061	30.7	7.94
GL000245.1	1	36651	26801	36642	99.9754	106.319	30.9	4.32
GL000197.1	1	37175	4564	35074	94.3484	15.758	30.1	6.79
GL000203.1	1	37498	5507	37206	99.2213	21.1635	30.8	19.9
GL000246.1	1	38154	7405	38018	99.6435	27.991	30.8	13.5
GL000249.1	1	38502	7232	38418	99.7818	27.1973	30.7	1.05
GL000196.1	1	38914	8061	38850	99.8355	29.9647	30.7	5.8
GL000248.1	1	39786	6648	39169	98.4492	24.1181	30.6	9.9
GL000244.1	1	39929	7382	39129	97.9964	26.6411	30.8	1.78
GL000238.1	1	39939	5955	38529	96.4696	21.6119	30.8	10.4
GL000202.1	1	40103	4456	38879	96.9479	15.9777	30.5	32.2
GL000234.1	1	40531	27700	40528	99.9926	98.9419	30.7	49.3
GL000232.1	1	40652	31410	40645	99.9828	112.52	30.8	45.7
GL000206.1	1	41001	2871	37816	92.2319	10.0605	30.5	5.67
GL000240.1	1	41933	17504	41922	99.9738	60.123	30.8	25.5
GL000236.1	1	41934	8664	41881	99.8736	29.8176	30.8	9.47
GL000241.1	1	42152	37566	42152	100	128.765	30.8	46.2
GL000243.1	1	43341	26183	42938	99.0702	84.632	30.6	8.51
GL000242.1	1	43523	7584	42550	97.7644	25.1312	30.6	9.25
GL000230.1	1	43691	14360	43580	99.7459	46.9491	30.8	37.1
GL000237.1	1	45867	38333	45867	100	118.566	30.5	25.3
GL000233.1	1	45941	13948	45827	99.7519	43.6603	30.8	32.7
GL000204.1	1	81310	16094	80831	99.4109	28.3961	30.4	47
GL000198.1	1	90085	21986	84508	93.8092	35.0895	30.8	41.5
GL000208.1	1	92689	57352	92455	99.7475	87.1354	30.8	31.6
GL000191.1	1	106433	17610	105666	99.2794	23.9697	30.6	17
GL000227.1	1	128374	26207	127830	99.5762	29.4447	30.8	5.78
GL000228.1	1	129120	41955	109329	84.6724	44.9537	30.7	9.16
GL000214.1	1	137718	696333	137585	99.9034	726.579	30.5	23.2
GL000221.1	1	155397	104693	154576	99.4717	97.6744	30.8	10.6
GL000209.1	1	159169	16724	107079	67.2738	15.0401	30.7	10.2
GL000218.1	1	161147	96759	161135	99.9926	87.1966	30.8	32.4
GL000220.1	1	161802	1571355	160942	99.4685	1361.32	30.1	52.7
GL000213.1	1	164239	21859	159871	97.3405	19.1371	30.8	12.9
GL000211.1	1	166566	50640	165949	99.6296	43.8883	30.8	44.1
GL000199.1	1	169874	85207	167213	98.4335	70.9735	30.8	9.02
