#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	127293422	224797262	90.1892	73.789	31	57.2
2	1	243199373	139715018	237776060	97.77	82.7802	31	57.5
3	1	198022430	111571240	194542526	98.2427	81.5414	31	58.8
4	1	191154276	107746225	187315907	97.992	81.5272	31	58.4
5	1	180915260	103270264	177449185	98.0841	82.5737	31	58
6	1	171115067	95567792	167146696	97.6809	80.6771	31	58.5
7	1	159138663	85774383	154998476	97.3984	77.7656	31	57.6
8	1	146364022	83342777	142569708	97.4076	82.2369	31	57.7
9	1	141213431	69361566	119863316	84.881	70.7804	31	54.2
10	1	135534747	75365260	131118160	96.7414	80.1989	31	57.9
11	1	135006516	75464687	130846253	96.9185	80.7386	31	58.5
12	1	133851895	74381457	130243417	97.3041	80.2884	31	58.7
13	1	115169878	54003721	95450916	82.8784	67.7217	31	58.8
14	1	107349540	50384151	88117217	82.0844	67.7926	31	58.2
15	1	102531392	45885167	81537716	79.5246	64.6633	31	56.6
16	1	90354753	48026543	78611056	87.0027	75.6706	30.9	51.2
17	1	81195210	38747044	77566847	95.5313	68.806	30.9	57.7
18	1	78077248	44132160	74560477	95.4958	81.7285	31	58.7
19	1	59128983	25548924	55544098	93.9372	61.7953	30.8	57.6
20	1	63025520	33562898	59343758	94.1583	76.8436	30.9	58.9
21	1	48129895	20451707	35045377	72.8142	60.9687	30.9	56.5
22	1	51304566	16823629	34716721	67.6679	46.8921	30.8	56.2
X	1	155270560	48853072	149140252	96.0519	45.3432	31	56.2
Y	1	59373566	10198129	22819957	38.4345	24.0858	30.9	27.6
MT	1	16569	2279728	16569	100	19132.5	30.6	53.7
GL000207.1	1	4262	20423	4258	99.9061	633.351	30.8	55.4
GL000226.1	1	15008	511817	15008	100	4817.9	31.1	3.72
GL000229.1	1	19913	19835	19897	99.9197	140.976	30.5	50.2
GL000231.1	1	27386	32141	27374	99.9562	169.619	30.8	47.9
GL000210.1	1	27682	7067	27217	98.3202	35.0603	30.6	17
GL000239.1	1	33824	55996	33822	99.9941	232.448	30.8	4.86
GL000235.1	1	34474	43557	34400	99.7853	183.662	31.1	43.6
GL000201.1	1	36148	3196	33729	93.3081	12.7704	30.7	2.48
GL000247.1	1	36422	24427	36398	99.9341	96.7774	31	9.63
GL000245.1	1	36651	41790	36561	99.7544	165.413	31.1	2.37
GL000197.1	1	37175	32062	36985	99.4889	101.209	30.1	8.39
GL000203.1	1	37498	9120	37165	99.112	35.1802	31.1	25.7
GL000246.1	1	38154	18003	38078	99.8008	68.6283	30.9	19.5
GL000249.1	1	38502	12090	38385	99.6961	45.613	30.9	0.79
GL000196.1	1	38914	15458	38855	99.8484	57.4717	31	5.03
GL000248.1	1	39786	16060	39598	99.5275	57.9367	30.9	11.2
GL000244.1	1	39929	13107	39578	99.1209	47.1168	31	1.89
GL000238.1	1	39939	15640	39681	99.354	56.8978	31	14.1
GL000202.1	1	40103	7677	38717	96.5439	27.5973	30.6	27.5
GL000234.1	1	40531	50885	40530	99.9975	181.945	30.9	49.2
GL000232.1	1	40652	49638	40645	99.9828	177.738	31	44.2
GL000206.1	1	41001	8125	39771	97.0001	28.5169	30.7	11.2
GL000240.1	1	41933	33256	41932	99.9976	114.296	31	28.7
GL000236.1	1	41934	18398	41913	99.9499	63.3839	31	6.02
GL000241.1	1	42152	65944	42152	100	226.274	31	46.8
GL000243.1	1	43341	47113	43304	99.9146	153.627	30.8	10.4
GL000242.1	1	43523	11118	43408	99.7358	36.9328	30.8	10.6
GL000230.1	1	43691	27215	43690	99.9977	88.5939	31	34
GL000237.1	1	45867	88042	45867	100	271.822	30.7	24.9
GL000233.1	1	45941	16978	45897	99.9042	52.6419	31	25.2
GL000204.1	1	81310	30228	80250	98.6963	53.2282	30.6	48.1
GL000198.1	1	90085	49097	89909	99.8046	77.9729	31	31.3
GL000208.1	1	92689	106256	92689	100	161.339	31.1	34.4
GL000191.1	1	106433	29827	105864	99.4654	40.6221	30.8	16.9
GL000227.1	1	128374	36675	124325	96.8459	41.0249	30.9	6.15
GL000228.1	1	129120	84703	115042	89.097	90.5537	30.9	8.44
GL000214.1	1	137718	731625	137598	99.9129	763.352	30.8	27.1
GL000221.1	1	155397	178742	154877	99.6654	166.694	31	9.64
GL000209.1	1	159169	32078	119312	74.9593	28.8947	30.9	10.2
GL000218.1	1	161147	124309	161146	99.9994	111.679	31	32.5
GL000220.1	1	161802	2661947	161200	99.6279	2293.62	30.3	52.2
GL000213.1	1	164239	37950	161700	98.4541	33.1869	31	11.1
GL000211.1	1	166566	94612	166335	99.8613	82.142	31	44.4
GL000199.1	1	169874	154956	169259	99.638	128.258	31	8.93
GL000217.1	1	172149	108996	170050	98.7807	91.3508	31.1	8.94
