#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	103795867	224606357	90.1127	60.2651	31.3	57.5
2	1	243199373	47470320	192282866	79.0639	28.0766	31.2	56.7
3	1	198022430	28040992	120175903	60.688	20.4528	31.3	58.2
4	1	191154276	86423065	187360782	98.0155	65.4221	31.3	58.5
5	1	180915260	58477721	176840315	97.7476	46.7669	31.3	58.3
6	1	171115067	68486784	167032047	97.6139	57.9098	31.3	58.8
7	1	159138663	36639023	153536928	96.48	33.2576	31.3	57.6
8	1	146364022	1442549	14231124	9.7231	1.35683	31.2	44.5
9	1	141213431	57423463	119682570	84.753	58.8189	31.3	55.3
10	1	135534747	60169331	131079288	96.7127	64.2439	31.3	58.2
11	1	135006516	30494120	129372676	95.827	32.6545	31.3	58.4
12	1	133851895	59408523	130216086	97.2837	64.2039	31.3	58.9
13	1	115169878	43081465	95455776	82.8826	54.1402	31.3	59
14	1	107349540	29227216	87745046	81.7377	39.3592	31.3	58.4
15	1	102531392	37976522	81524790	79.512	53.6097	31.3	56.8
16	1	90354753	33720306	78170909	86.5155	53.8537	31.2	55.5
17	1	81195210	31459202	77446107	95.3826	56.0095	31.2	57.9
18	1	78077248	17405392	74195990	95.029	32.2429	31.3	58.6
19	1	59128983	20505986	55336100	93.5854	49.9441	31.1	57.9
20	1	63025520	23409760	59147237	93.8465	53.7164	31.2	59.1
21	1	48129895	8877465	34748515	72.1974	26.6317	31.3	55.8
22	1	51304566	14255880	34398741	67.0481	40.1412	31.2	57
X	1	155270560	36960283	149851675	96.51	34.359	31.3	56.7
Y	1	59373566	6503472	22668768	38.1799	15.628	31.3	32.8
MT	1	16569	1280259	16569	100	10767.1	30.9	54
GL000207.1	1	4262	1900	4153	97.4425	60.5434	31.2	57.1
GL000226.1	1	15008	79313	15008	100	750.773	31.4	2.4
GL000229.1	1	19913	12034	19913	100	85.7576	30.8	48.5
GL000231.1	1	27386	25827	27367	99.9306	136.225	31.1	48.9
GL000210.1	1	27682	1177	23471	84.7879	6.06582	31	5.67
GL000239.1	1	33824	33987	33824	100	143.207	31.2	4.13
GL000235.1	1	34474	14663	32970	95.6373	61.4632	31.4	40.2
GL000201.1	1	36148	1599	29280	81.0003	6.39587	30.9	1.39
GL000247.1	1	36422	13168	36171	99.3109	52.2052	31.3	8.98
GL000245.1	1	36651	22864	36378	99.2551	90.273	31.4	3.02
GL000197.1	1	37175	7	338	0.909213	0.0157364	31	0
GL000203.1	1	37498	9230	37477	99.944	35.6872	31.4	27.5
GL000246.1	1	38154	12405	38072	99.7851	47.1054	31.3	17.8
GL000249.1	1	38502	9870	38433	99.8208	37.2291	31.2	1.32
GL000196.1	1	38914	91	2669	6.85871	0.27846	30.5	1.76
GL000248.1	1	39786	13189	39702	99.7889	47.9216	31.2	14.3
GL000244.1	1	39929	5361	39192	98.1542	19.292	31.3	2.37
GL000238.1	1	39939	10171	39736	99.4917	36.9985	31.3	13.6
GL000202.1	1	40103	3812	38192	95.2348	13.7235	31	34.4
GL000234.1	1	40531	38436	40518	99.9679	137.667	31.2	50.4
GL000232.1	1	40652	33402	40651	99.9975	119.457	31.4	45.2
GL000206.1	1	41001	1902	31254	76.2274	6.71662	31.1	4.51
GL000240.1	1	41933	10312	39157	93.3799	34.8748	31.3	16.7
GL000236.1	1	41934	13186	41660	99.3466	45.5219	31.3	6.31
GL000241.1	1	42152	34557	42152	100	118.499	31.3	46.5
GL000243.1	1	43341	23817	42990	99.1901	77.7717	31.2	11.1
GL000242.1	1	43523	9273	42982	98.757	30.7087	31.2	9.65
GL000230.1	1	43691	9279	42006	96.1434	30.4824	31.3	40.7
GL000237.1	1	45867	57463	45866	99.9978	178.827	31.1	26.5
GL000233.1	1	45941	10557	44213	96.2387	33.1803	31.3	33.1
GL000204.1	1	81310	26724	80497	99.0001	47.2086	31	50.1
GL000198.1	1	90085	18115	80105	88.9216	28.8099	31.4	37.4
GL000208.1	1	92689	35264	92111	99.3764	53.9037	31.4	41.3
GL000191.1	1	106433	22160	104918	98.5766	30.0863	31.2	12.9
GL000227.1	1	128374	30662	125442	97.716	34.3864	31.3	2.87
GL000228.1	1	129120	37522	118458	91.7426	41.3688	31.2	14
GL000214.1	1	137718	502879	137483	99.8294	526.837	31.1	25.3
GL000221.1	1	155397	97357	154452	99.3919	90.6807	31.4	9.14
